timestamp,building_id,id,campus_id,consumption,voltage,current,power,power_factor
2025-01-04 08:00:00,1,1,1,3.3483,238.1,14.06,3.0134,0.92
2025-01-04 09:00:00,1,1,1,9.0272,241.0,37.46,8.1245,0.9
2025-01-04 10:00:00,1,1,1,8.7894,239.7,36.67,7.9105,0.99
2025-01-04 11:00:00,1,1,1,3.5604,239.5,14.87,3.2044,0.9
2025-01-04 12:00:00,1,1,1,7.6376,237.9,32.1,6.8738,0.86
2025-01-04 13:00:00,1,1,1,8.0078,240.9,33.24,7.207,0.88
2025-01-04 14:00:00,1,1,1,8.614,237.5,36.27,7.7526,0.94
2025-01-04 15:00:00,1,1,1,3.7933,240.2,15.79,3.414,0.91
2025-01-04 16:00:00,1,1,1,3.8611,239.4,16.13,3.475,0.97
2025-01-04 17:00:00,1,1,1,4.9046,237.1,20.69,4.4142,0.85
2025-01-04 18:00:00,1,1,1,4.9317,236.7,20.84,4.4386,0.95
2025-01-04 19:00:00,1,1,1,3.5841,238.7,15.02,3.2257,0.92
2025-01-04 20:00:00,1,1,1,5.9476,243.7,24.41,5.3528,0.92
2025-01-04 21:00:00,1,1,1,1.5095,239.5,6.3,1.3586,0.87
2025-01-04 22:00:00,1,1,1,4.7998,236.1,20.33,4.3198,0.85
2025-01-04 23:00:00,1,1,1,2.437,238.7,10.21,2.1933,0.95
2025-01-05 00:00:00,1,1,1,8.0448,241.6,33.3,7.2403,0.98
2025-01-05 01:00:00,1,1,1,7.5124,240.1,31.29,6.7612,0.96
2025-01-05 02:00:00,1,1,1,2.7509,236.3,11.64,2.4758,0.88
2025-01-05 03:00:00,1,1,1,4.3677,238.7,18.3,3.9309,0.89
2025-01-05 04:00:00,1,1,1,6.6696,243.3,27.41,6.0027,0.88
2025-01-05 05:00:00,1,1,1,1.7647,242.3,7.28,1.5882,0.93
2025-01-05 06:00:00,1,1,1,9.2174,235.5,39.14,8.2957,0.92
2025-01-05 07:00:00,1,1,1,3.0023,242.1,12.4,2.7021,0.94
2025-01-05 08:00:00,1,1,1,5.6484,236.6,23.87,5.0835,0.91
2025-01-05 09:00:00,1,1,1,1.0892,241.3,4.51,0.9803,0.93
2025-01-05 10:00:00,1,1,1,7.4741,241.1,31.0,6.7267,0.85
2025-01-05 11:00:00,1,1,1,2.085,239.9,8.69,1.8765,0.91
2025-01-05 12:00:00,1,1,1,7.1248,240.9,29.58,6.4123,0.87
2025-01-05 13:00:00,1,1,1,3.755,239.9,15.65,3.3795,0.86
2025-01-05 14:00:00,1,1,1,7.5805,242.2,31.3,6.8225,0.98
2025-01-05 15:00:00,1,1,1,9.5746,239.7,39.94,8.6172,0.86
2025-01-05 16:00:00,1,1,1,5.6588,241.3,23.45,5.0929,0.91
2025-01-05 17:00:00,1,1,1,5.5466,239.9,23.12,4.9919,0.9
2025-01-05 18:00:00,1,1,1,7.5275,239.9,31.38,6.7747,0.94
2025-01-05 19:00:00,1,1,1,7.78,242.9,32.03,7.002,0.98
2025-01-05 20:00:00,1,1,1,4.431,238.1,18.61,3.9879,0.97
2025-01-05 21:00:00,1,1,1,6.8764,237.5,28.95,6.1888,0.89
2025-01-05 22:00:00,1,1,1,4.5476,240.3,18.92,4.0928,0.87
2025-01-05 23:00:00,1,1,1,7.4191,242.6,30.58,6.6772,0.89
2025-01-06 00:00:00,1,1,1,9.7704,239.4,40.81,8.7933,0.94
2025-01-06 01:00:00,1,1,1,9.1326,241.6,37.8,8.2193,0.86
2025-01-06 02:00:00,1,1,1,7.9889,240.5,33.22,7.19,0.93
2025-01-06 03:00:00,1,1,1,8.6632,240.8,35.98,7.7969,0.88
2025-01-06 04:00:00,1,1,1,5.7841,241.4,23.96,5.2057,0.86
2025-01-06 05:00:00,1,1,1,7.2444,243.8,29.71,6.5199,0.9
2025-01-06 06:00:00,1,1,1,6.411,242.6,26.43,5.7699,0.95
2025-01-06 07:00:00,1,1,1,2.9314,240.4,12.19,2.6383,0.98
2025-01-06 08:00:00,1,1,1,2.2587,238.9,9.45,2.0328,0.91
2025-01-06 09:00:00,1,1,1,5.9678,239.2,24.95,5.371,0.87
2025-01-06 10:00:00,1,1,1,3.0621,240.6,12.73,2.7559,0.93
2025-01-06 11:00:00,1,1,1,6.3551,240.0,26.48,5.7196,0.97
2025-01-06 12:00:00,1,1,1,5.3512,241.6,22.15,4.8161,0.88
2025-01-06 13:00:00,1,1,1,7.655,242.9,31.51,6.8895,0.99
2025-01-06 14:00:00,1,1,1,6.2591,239.9,26.09,5.6332,0.95
2025-01-06 15:00:00,1,1,1,6.0262,238.8,25.24,5.4236,0.88
2025-01-06 16:00:00,1,1,1,1.7643,239.1,7.38,1.5879,0.88
2025-01-06 17:00:00,1,1,1,4.3261,240.9,17.96,3.8935,0.93
2025-01-06 18:00:00,1,1,1,6.1426,238.0,25.81,5.5283,0.98
2025-01-06 19:00:00,1,1,1,8.8672,239.0,37.1,7.9805,0.91
2025-01-06 20:00:00,1,1,1,6.9462,239.6,28.99,6.2516,0.98
2025-01-06 21:00:00,1,1,1,2.1276,240.1,8.86,1.9148,0.85
2025-01-06 22:00:00,1,1,1,9.3503,243.3,38.43,8.4153,0.89
2025-01-06 23:00:00,1,1,1,3.4745,236.9,14.67,3.127,0.93
2025-01-07 00:00:00,1,1,1,9.9588,240.0,41.49,8.9629,0.92
2025-01-07 01:00:00,1,1,1,5.3596,241.6,22.18,4.8236,0.96
2025-01-07 02:00:00,1,1,1,4.7798,240.8,19.85,4.3019,0.87
2025-01-07 03:00:00,1,1,1,5.2454,240.7,21.79,4.7209,0.88
2025-01-07 04:00:00,1,1,1,7.7498,242.0,32.02,6.9748,0.98
2025-01-07 05:00:00,1,1,1,9.8225,237.0,41.45,8.8402,0.93
2025-01-07 06:00:00,1,1,1,2.4637,237.1,10.39,2.2173,0.87
2025-01-07 07:00:00,1,1,1,7.2314,242.4,29.83,6.5082,0.88
2025-01-07 08:00:00,1,1,1,7.0897,237.3,29.88,6.3807,0.9
2025-01-07 09:00:00,1,1,1,5.1639,240.9,21.44,4.6475,0.89
2025-01-07 10:00:00,1,1,1,5.6926,243.2,23.41,5.1233,0.91
2025-01-07 11:00:00,1,1,1,6.2691,239.3,26.2,5.6422,0.92
2025-01-07 12:00:00,1,1,1,7.575,236.1,32.08,6.8175,0.92
2025-01-07 13:00:00,1,1,1,4.8659,237.2,20.51,4.3793,0.95
2025-01-07 14:00:00,1,1,1,5.2799,238.5,22.14,4.7519,0.92
2025-01-07 15:00:00,1,1,1,9.4187,239.0,39.41,8.4768,0.9
2025-01-07 16:00:00,1,1,1,3.4161,236.8,14.43,3.0744,0.98
2025-01-07 17:00:00,1,1,1,1.2862,240.3,5.35,1.1576,0.93
2025-01-07 18:00:00,1,1,1,1.0726,241.1,4.45,0.9653,0.88
2025-01-07 19:00:00,1,1,1,6.738,238.1,28.3,6.0642,0.86
2025-01-07 20:00:00,1,1,1,6.5075,241.0,27.0,5.8568,0.91
2025-01-07 21:00:00,1,1,1,1.1279,244.7,4.61,1.0151,0.98
2025-01-07 22:00:00,1,1,1,6.4024,240.3,26.64,5.7621,0.99
2025-01-07 23:00:00,1,1,1,8.7644,240.1,36.5,7.888,0.9
2025-01-08 00:00:00,1,1,1,8.6946,237.1,36.67,7.8251,0.96
2025-01-08 01:00:00,1,1,1,7.2857,238.7,30.52,6.5571,0.94
2025-01-08 02:00:00,1,1,1,1.2576,237.5,5.3,1.1319,0.98
2025-01-08 03:00:00,1,1,1,3.0348,240.3,12.63,2.7313,0.9
2025-01-08 04:00:00,1,1,1,2.5497,240.4,10.61,2.2947,0.99
2025-01-08 05:00:00,1,1,1,2.8533,239.2,11.93,2.5679,0.95
2025-01-08 06:00:00,1,1,1,1.8859,241.5,7.81,1.6973,0.9
2025-01-08 07:00:00,1,1,1,7.3603,241.6,30.46,6.6243,0.88
2025-01-08 08:00:00,1,1,1,7.6634,236.1,32.46,6.8971,0.89
2025-01-08 09:00:00,1,1,1,8.0006,239.7,33.38,7.2006,0.86
2025-01-08 10:00:00,1,1,1,1.6869,235.9,7.15,1.5182,0.99
2025-01-08 11:00:00,1,1,1,4.0049,238.8,16.77,3.6044,0.98
2025-01-08 12:00:00,1,1,1,7.8442,239.7,32.72,7.0598,0.9
2025-01-08 13:00:00,1,1,1,8.7292,239.3,36.48,7.8563,0.88
2025-01-08 14:00:00,1,1,1,5.5938,239.7,23.34,5.0344,0.87
2025-01-08 15:00:00,1,1,1,7.8948,240.1,32.88,7.1053,0.95
2025-01-08 16:00:00,1,1,1,7.7261,241.4,32.01,6.9535,0.93
2025-01-08 17:00:00,1,1,1,7.1598,242.2,29.56,6.4438,0.94
2025-01-08 18:00:00,1,1,1,3.2787,241.8,13.56,2.9508,0.92
2025-01-08 19:00:00,1,1,1,8.6921,237.9,36.54,7.8229,0.94
2025-01-08 20:00:00,1,1,1,8.7448,243.0,35.99,7.8704,0.87
2025-01-08 21:00:00,1,1,1,6.8172,239.2,28.5,6.1355,0.93
2025-01-08 22:00:00,1,1,1,9.969,236.9,42.08,8.9721,0.87
2025-01-08 23:00:00,1,1,1,5.6671,239.2,23.69,5.1004,0.86
2025-01-09 00:00:00,1,1,1,7.025,239.4,29.34,6.3225,0.98
2025-01-09 01:00:00,1,1,1,1.2769,237.6,5.37,1.1492,0.89
2025-01-09 02:00:00,1,1,1,3.9562,240.9,16.42,3.5605,0.97
2025-01-09 03:00:00,1,1,1,9.3172,236.0,39.48,8.3855,0.85
2025-01-09 04:00:00,1,1,1,3.5025,239.5,14.62,3.1523,0.88
2025-01-09 05:00:00,1,1,1,6.734,241.0,27.94,6.0606,0.88
2025-01-09 06:00:00,1,1,1,1.2535,241.9,5.18,1.1281,0.97
2025-01-09 07:00:00,1,1,1,7.9915,241.2,33.13,7.1923,0.9
2025-01-09 08:00:00,1,1,1,6.7789,246.6,27.49,6.101,0.9
2025-01-09 09:00:00,1,1,1,4.5016,240.5,18.72,4.0514,0.94
2025-01-09 10:00:00,1,1,1,8.9582,241.6,37.08,8.0624,0.94
2025-01-09 11:00:00,1,1,1,4.5003,239.1,18.82,4.0503,0.91
2025-01-09 12:00:00,1,1,1,7.4474,240.7,30.94,6.7026,0.95
2025-01-09 13:00:00,1,1,1,2.1862,240.0,9.11,1.9676,0.86
2025-01-09 14:00:00,1,1,1,6.3963,238.8,26.79,5.7566,0.92
2025-01-09 15:00:00,1,1,1,9.3516,238.9,39.14,8.4165,0.89
2025-01-09 16:00:00,1,1,1,3.6038,237.7,15.16,3.2434,0.98
2025-01-09 17:00:00,1,1,1,7.4271,241.3,30.78,6.6844,0.91
2025-01-09 18:00:00,1,1,1,5.7582,241.3,23.86,5.1823,0.94
2025-01-09 19:00:00,1,1,1,8.1702,240.4,33.99,7.3532,0.88
2025-01-09 20:00:00,1,1,1,1.8591,242.3,7.67,1.6732,0.95
2025-01-09 21:00:00,1,1,1,7.4282,238.4,31.16,6.6854,0.95
2025-01-09 22:00:00,1,1,1,1.654,240.0,6.89,1.4886,0.92
2025-01-09 23:00:00,1,1,1,2.1222,240.5,8.82,1.91,0.93
2025-01-10 00:00:00,1,1,1,9.8396,243.6,40.39,8.8556,0.88
2025-01-10 01:00:00,1,1,1,4.6382,242.7,19.11,4.1744,0.97
2025-01-10 02:00:00,1,1,1,2.9071,238.4,12.19,2.6164,0.9
2025-01-10 03:00:00,1,1,1,1.4811,241.6,6.13,1.333,0.87
2025-01-10 04:00:00,1,1,1,2.8455,237.3,11.99,2.561,0.88
2025-01-10 05:00:00,1,1,1,1.2859,241.2,5.33,1.1573,0.91
2025-01-10 06:00:00,1,1,1,9.5393,238.0,40.08,8.5853,0.93
2025-01-10 07:00:00,1,1,1,1.2849,239.0,5.38,1.1564,0.92
2025-01-10 08:00:00,1,1,1,5.9555,241.0,24.71,5.3599,0.98
2025-01-10 09:00:00,1,1,1,1.4868,237.0,6.27,1.3381,0.97
2025-01-10 10:00:00,1,1,1,4.1358,239.2,17.29,3.7222,0.87
2025-01-10 11:00:00,1,1,1,7.1126,240.1,29.62,6.4013,0.99
2025-01-10 12:00:00,1,1,1,9.3941,237.2,39.6,8.4547,0.97
2025-01-10 13:00:00,1,1,1,3.6028,241.3,14.93,3.2425,0.9
2025-01-10 14:00:00,1,1,1,6.4027,238.8,26.81,5.7624,0.92
2025-01-10 15:00:00,1,1,1,8.1078,242.7,33.41,7.297,0.87
2025-01-10 16:00:00,1,1,1,7.0134,238.9,29.36,6.3121,0.86
2025-01-10 17:00:00,1,1,1,4.9278,240.3,20.51,4.4351,0.92
2025-01-10 18:00:00,1,1,1,6.1181,237.4,25.77,5.5063,0.87
2025-01-10 19:00:00,1,1,1,9.7134,239.2,40.61,8.742,0.88
2025-01-10 20:00:00,1,1,1,7.5781,243.4,31.13,6.8202,0.96
2025-01-10 21:00:00,1,1,1,8.719,245.7,35.49,7.8471,0.99
2025-01-10 22:00:00,1,1,1,9.2897,241.7,38.43,8.3608,0.93
2025-01-10 23:00:00,1,1,1,4.0853,237.5,17.2,3.6767,0.96
2025-01-11 00:00:00,1,1,1,9.4757,245.3,38.63,8.5281,0.88
2025-01-11 01:00:00,1,1,1,3.6526,242.0,15.09,3.2873,0.85
2025-01-11 02:00:00,1,1,1,3.7519,237.5,15.8,3.3767,0.88
2025-01-11 03:00:00,1,1,1,2.0445,239.6,8.53,1.8401,0.95
2025-01-11 04:00:00,1,1,1,4.5792,236.4,19.37,4.1213,0.88
2025-01-11 05:00:00,1,1,1,8.0192,243.7,32.91,7.2173,0.97
2025-01-11 06:00:00,1,1,1,3.5782,242.4,14.76,3.2203,0.95
2025-01-11 07:00:00,1,1,1,5.281,239.1,22.09,4.7529,0.97
2025-01-11 08:00:00,1,1,1,1.0765,244.1,4.41,0.9688,0.92
2025-01-11 09:00:00,1,1,1,5.3776,240.1,22.4,4.8398,0.97
2025-01-11 10:00:00,1,1,1,3.9641,239.1,16.58,3.5677,0.89
2025-01-11 11:00:00,1,1,1,5.7815,238.2,24.27,5.2033,0.92
2025-01-11 12:00:00,1,1,1,3.5179,240.0,14.66,3.1661,0.91
2025-01-11 13:00:00,1,1,1,7.4441,242.2,30.74,6.6997,0.88
2025-01-11 14:00:00,1,1,1,5.2748,240.8,21.91,4.7473,0.88
2025-01-11 15:00:00,1,1,1,4.9769,237.5,20.96,4.4792,0.96
2025-01-11 16:00:00,1,1,1,5.2972,243.1,21.79,4.7675,0.88
2025-01-11 17:00:00,1,1,1,6.2936,240.0,26.22,5.6643,0.86
2025-01-11 18:00:00,1,1,1,9.5371,241.4,39.51,8.5834,0.92
2025-01-11 19:00:00,1,1,1,3.9696,239.0,16.61,3.5727,0.98
2025-01-11 20:00:00,1,1,1,5.1503,235.2,21.9,4.6353,0.9
2025-01-11 21:00:00,1,1,1,2.2661,237.3,9.55,2.0395,0.95
2025-01-11 22:00:00,1,1,1,6.1367,241.8,25.38,5.523,0.85
2025-01-11 23:00:00,1,1,1,2.7801,239.4,11.61,2.5021,0.85
2025-01-12 00:00:00,1,1,1,7.638,240.6,31.75,6.8742,0.92
2025-01-12 01:00:00,1,1,1,6.3969,237.8,26.9,5.7572,0.94
2025-01-12 02:00:00,1,1,1,2.2552,239.0,9.44,2.0297,0.92
2025-01-12 03:00:00,1,1,1,8.8369,244.0,36.22,7.9532,0.92
2025-01-12 04:00:00,1,1,1,3.9021,239.9,16.27,3.5119,0.87
2025-01-12 05:00:00,1,1,1,9.7732,236.9,41.25,8.7959,0.92
2025-01-12 06:00:00,1,1,1,9.8647,236.6,41.69,8.8783,0.91
2025-01-12 07:00:00,1,1,1,7.893,239.6,32.94,7.1037,0.88
2025-01-12 08:00:00,1,1,1,1.0128,242.1,4.18,0.9115,0.89
2025-01-12 09:00:00,1,1,1,7.9538,240.3,33.1,7.1585,0.86
2025-01-12 10:00:00,1,1,1,5.302,238.9,22.19,4.7718,0.89
2025-01-12 11:00:00,1,1,1,9.4291,235.5,40.04,8.4862,0.87
2025-01-12 12:00:00,1,1,1,2.3681,240.6,9.84,2.1313,0.97
2025-01-12 13:00:00,1,1,1,7.4094,241.7,30.66,6.6685,0.93
2025-01-12 14:00:00,1,1,1,9.8089,238.6,41.11,8.828,0.91
2025-01-12 15:00:00,1,1,1,3.9452,238.9,16.51,3.5507,0.85
2025-01-12 16:00:00,1,1,1,7.0036,241.0,29.06,6.3032,0.86
2025-01-12 17:00:00,1,1,1,8.582,244.1,35.16,7.7238,0.95
2025-01-12 18:00:00,1,1,1,3.7553,238.6,15.74,3.3797,0.93
2025-01-12 19:00:00,1,1,1,8.7429,241.5,36.2,7.8686,0.9
2025-01-12 20:00:00,1,1,1,7.179,241.9,29.68,6.4611,0.88
2025-01-12 21:00:00,1,1,1,2.8553,242.2,11.79,2.5697,0.92
2025-01-12 22:00:00,1,1,1,8.8735,244.4,36.31,7.9861,0.88
2025-01-12 23:00:00,1,1,1,5.4988,240.8,22.84,4.9489,0.95
2025-01-13 00:00:00,1,1,1,8.0842,237.2,34.08,7.2757,0.88
2025-01-13 01:00:00,1,1,1,4.4458,238.6,18.63,4.0012,0.94
2025-01-13 02:00:00,1,1,1,9.2869,243.0,38.22,8.3582,0.91
2025-01-13 03:00:00,1,1,1,6.842,237.8,28.77,6.1578,0.9
2025-01-13 04:00:00,1,1,1,7.5134,238.4,31.52,6.762,0.88
2025-01-13 05:00:00,1,1,1,3.7789,240.7,15.7,3.401,0.87
2025-01-13 06:00:00,1,1,1,6.8945,239.1,28.84,6.205,0.89
2025-01-13 07:00:00,1,1,1,6.6047,239.0,27.63,5.9442,0.94
2025-01-13 08:00:00,1,1,1,8.908,242.3,36.76,8.0172,0.99
2025-01-13 09:00:00,1,1,1,4.9526,238.6,20.76,4.4573,0.95
2025-01-13 10:00:00,1,1,1,9.783,238.0,41.1,8.8047,0.88
2025-01-13 11:00:00,1,1,1,8.627,242.8,35.53,7.7643,0.9
2025-01-13 12:00:00,1,1,1,9.4481,242.7,38.93,8.5033,0.96
2025-01-13 13:00:00,1,1,1,2.4073,239.4,10.06,2.1666,0.92
2025-01-13 14:00:00,1,1,1,6.8983,241.4,28.58,6.2085,0.94
2025-01-13 15:00:00,1,1,1,7.3886,239.7,30.82,6.6497,0.86
2025-01-13 16:00:00,1,1,1,9.3525,236.6,39.53,8.4172,0.88
2025-01-13 17:00:00,1,1,1,7.9097,239.6,33.01,7.1187,0.97
2025-01-13 18:00:00,1,1,1,3.8712,239.0,16.2,3.4841,0.98
2025-01-13 19:00:00,1,1,1,1.0812,239.1,4.52,0.9731,0.92
2025-01-13 20:00:00,1,1,1,7.4379,241.2,30.84,6.6941,0.94
2025-01-13 21:00:00,1,1,1,2.5838,242.4,10.66,2.3255,0.86
2025-01-13 22:00:00,1,1,1,1.4901,242.2,6.15,1.3411,0.92
2025-01-13 23:00:00,1,1,1,3.1397,242.2,12.96,2.8257,0.88
2025-01-14 00:00:00,1,1,1,6.3995,238.3,26.85,5.7596,0.88
2025-01-14 01:00:00,1,1,1,8.9319,240.6,37.12,8.0387,0.97
2025-01-14 02:00:00,1,1,1,9.3925,236.3,39.75,8.4532,0.96
2025-01-14 03:00:00,1,1,1,9.4143,241.7,38.95,8.4729,0.99
2025-01-14 04:00:00,1,1,1,9.9914,238.1,41.96,8.9923,0.98
2025-01-14 05:00:00,1,1,1,2.0897,240.8,8.68,1.8807,0.93
2025-01-14 06:00:00,1,1,1,2.1327,238.2,8.95,1.9194,0.88
2025-01-14 07:00:00,1,1,1,3.502,240.4,14.57,3.1518,0.86
2025-01-14 08:00:00,1,1,1,4.5665,241.6,18.9,4.1098,0.96
2025-01-14 09:00:00,1,1,1,2.0194,239.1,8.45,1.8175,0.86
2025-01-14 10:00:00,1,1,1,6.9709,236.9,29.43,6.2738,0.87
2025-01-14 11:00:00,1,1,1,6.505,241.8,26.9,5.8545,0.86
2025-01-14 12:00:00,1,1,1,3.4916,241.6,14.45,3.1424,0.86
2025-01-14 13:00:00,1,1,1,4.9675,241.2,20.59,4.4707,0.86
2025-01-14 14:00:00,1,1,1,9.5825,244.6,39.18,8.6242,0.9
2025-01-14 15:00:00,1,1,1,8.7338,237.2,36.82,7.8604,0.97
2025-01-14 16:00:00,1,1,1,4.5584,235.7,19.34,4.1025,0.94
2025-01-14 17:00:00,1,1,1,5.7943,243.6,23.79,5.2149,0.95
2025-01-14 18:00:00,1,1,1,9.4923,240.7,39.44,8.5431,0.98
2025-01-14 19:00:00,1,1,1,9.1997,239.2,38.46,8.2797,0.85
2025-01-14 20:00:00,1,1,1,8.3125,241.4,34.43,7.4812,0.96
2025-01-14 21:00:00,1,1,1,8.331,239.2,34.83,7.4979,0.99
2025-01-14 22:00:00,1,1,1,9.4793,237.0,40.0,8.5314,0.89
2025-01-14 23:00:00,1,1,1,9.0353,241.3,37.44,8.1318,0.9
2025-01-15 00:00:00,1,1,1,2.2175,240.1,9.24,1.9958,0.89
2025-01-15 01:00:00,1,1,1,9.8907,242.6,40.77,8.9016,0.89
2025-01-15 02:00:00,1,1,1,9.8095,238.5,41.13,8.8286,0.85
2025-01-15 03:00:00,1,1,1,9.9956,239.5,41.74,8.9961,0.88
2025-01-15 04:00:00,1,1,1,8.0016,242.0,33.06,7.2014,0.96
